Name,ModelPath,ModelType,MaterialPaths
creature comforter,chara/demihuman/d1027/obj/equipment/e0001/model/d1027e0001_0001.mdl,Demihuman,
●作業員：素手,chara/demihuman/d1027/obj/equipment/e0001/model/d1027e0001_0001.mdl,Demihuman,
●作業員：シャベル,chara/demihuman/d1027/obj/equipment/e0001/model/d1027e0001_0001.mdl,Demihuman,
●作業員：斧,chara/demihuman/d1027/obj/equipment/e0001/model/d1027e0001_0001.mdl,Demihuman,
●作業員：ビッケル,chara/demihuman/d1027/obj/equipment/e0001/model/d1027e0001_0001.mdl,Demihuman,
●作業員：トンカチ,chara/demihuman/d1027/obj/equipment/e0001/model/d1027e0001_0001.mdl,Demihuman,
felicitous furball,chara/demihuman/d1027/obj/equipment/e0001/model/d1027e0001_0001.mdl,Demihuman,
felicitous furball,chara/demihuman/d1027/obj/equipment/e0001/model/d1027e0001_0001.mdl,Demihuman,
ominous familiar,chara/monster/m0759/obj/body/b0001/model/m0759b0001.mdl,Monster,
N-7000,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
Jammingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
N-7000,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
Jammingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
Jammingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
N-7000,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
emotional Grebuloff,chara/monster/m0405/obj/body/b0002/model/m0405b0002.mdl,Monster,
nostalgic Grebuloff,chara/monster/m0405/obj/body/b0002/model/m0405b0002.mdl,Monster,
N-7000,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
Jammingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
perimeter patrol unit,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
idle idling unit,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
N-7000,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
Jammingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
N-7000,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
Jammingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
N-7000,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
Jammingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
nostalgic Grebuloff,chara/monster/m0405/obj/body/b0002/model/m0405b0002.mdl,Monster,
emotional Grebuloff,chara/monster/m0405/obj/body/b0002/model/m0405b0002.mdl,Monster,
Jammingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
N-7000,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
N-7000,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
Jammingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
N-7000,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
Jammingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
sophistic Ea,chara/monster/m0706/obj/body/b0001/model/m0706b0001.mdl,Monster,
N-7000,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
Jammingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
argumentative Ea,chara/monster/m0706/obj/body/b0001/model/m0706b0001.mdl,Monster,
sophistic Ea,chara/monster/m0706/obj/body/b0001/model/m0706b0001.mdl,Monster,
argumentative Ea,chara/monster/m0706/obj/body/b0001/model/m0706b0001.mdl,Monster,
Jammingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
N-7000,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
Jammingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
beleaguered dragon,chara/monster/m0063/obj/body/b0004/model/m0063b0004.mdl,Monster,
N-7000,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
N-7000,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
Jammingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
sarcastic Ea,chara/monster/m0706/obj/body/b0001/model/m0706b0001.mdl,Monster,
sophistic Ea,chara/monster/m0706/obj/body/b0001/model/m0706b0001.mdl,Monster,
beleaguered dragon,chara/monster/m0063/obj/body/b0004/model/m0063b0004.mdl,Monster,
Scarmiglione,chara/monster/m0784/obj/body/b0001/model/m0784b0001.mdl,Monster,
Barbariccia,chara/monster/m0785/obj/body/b0001/model/m0785b0001.mdl,Monster,
Ciriatto,chara/monster/m0352/obj/body/b0001/model/m0352b0001.mdl,Monster,
laconic Loporrit,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
felicitous furball,chara/demihuman/d1027/obj/equipment/e0001/model/d1027e0001_0001.mdl,Demihuman,
Scarmiglione,chara/monster/m0143/obj/body/b0002/model/m0143b0002.mdl,Monster,
Barbariccia,chara/demihuman/d1016/obj/equipment/e0001/model/d1016e0001_0001.mdl,Demihuman,
Cagnazzo,chara/monster/m0058/obj/body/b0007/model/m0058b0007.mdl,Monster,
Rubicante,chara/monster/m0049/obj/body/b0002/model/m0049b0002.mdl,Monster,
Azdaja,chara/monster/m0119/obj/body/b0008/model/m0119b0008.mdl,Monster,
Barbariccia,chara/monster/m0793/obj/body/b0001/model/m0793b0001.mdl,Monster,
snuffling voidsent,chara/monster/m0041/obj/body/b0002/model/m0041b0002.mdl,Monster,
leering voidsent,chara/monster/m0016/obj/body/b0001/model/m0016b0001.mdl,Monster,
slobbering voidsent,chara/monster/m0055/obj/body/b0001/model/m0055b0001.mdl,Monster,
ogling voidsent,chara/monster/m0055/obj/body/b0002/model/m0055b0002.mdl,Monster,
Jammingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
N-7000,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
N-7000,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
Stigma-4,chara/monster/m0740/obj/body/b0001/model/m0740b0001.mdl,Monster,
N-7000,chara/monster/m8384/obj/body/b0001/model/m8384b0001.mdl,Monster,
Gordhona guardian,chara/monster/m0460/obj/body/b0001/model/m0460b0001.mdl,Monster,
emotional Grebuloff,chara/monster/m0807/obj/body/b0001/model/m0807b0001.mdl,Monster,
argumentative Ea,chara/monster/m0706/obj/body/b0001/model/m0706b0001.mdl,Monster,
sophistic Ea,chara/monster/m0706/obj/body/b0001/model/m0706b0001.mdl,Monster,
Miw Miisv,chara/monster/m0797/obj/body/b0001/model/m0797b0001.mdl,Monster,
beleaguered dragon,chara/monster/m0063/obj/body/b0004/model/m0063b0004.mdl,Monster,
Blitzen,chara/monster/m0623/obj/body/b0003/model/m0623b0003.mdl,Monster,
Blitzen,chara/monster/m0015/obj/body/b0003/model/m0015b0003.mdl,Monster,
Papa Gruff,chara/monster/m0016/obj/body/b0001/model/m0016b0001.mdl,Monster,
Continental eye,chara/monster/m8029/obj/body/b0002/model/m8029b0002.mdl,Monster,
nostalgic Grebuloff,chara/monster/m0807/obj/body/b0001/model/m0807b0001.mdl,Monster,
wayward hecteye,chara/monster/m8151/obj/body/b0001/model/m8151b0001.mdl,Monster,
emotional Grebuloff,chara/monster/m0405/obj/body/b0002/model/m0405b0002.mdl,Monster,
Arkasodara laborer,chara/demihuman/d1055/obj/equipment/e0001/model/d1055e0001_0001.mdl,Demihuman,
Arkasodara artisan,chara/demihuman/d1055/obj/equipment/e0001/model/d1055e0001_0001.mdl,Demihuman,
watchful voidsent,chara/monster/m0476/obj/body/b0001/model/m0476b0001.mdl,Monster,
fearful voidsent,chara/monster/m0285/obj/body/b0001/model/m0285b0001.mdl,Monster,
dark-robed voidsent,chara/monster/m0723/obj/body/b0001/model/m0723b0001.mdl,Monster,
amiable voidsent,chara/monster/m0016/obj/body/b0001/model/m0016b0001.mdl,Monster,
hungry voidsent,chara/monster/m0055/obj/body/b0001/model/m0055b0001.mdl,Monster,
Ciriatto,chara/monster/m0352/obj/body/b0001/model/m0352b0001.mdl,Monster,
Ciriatto,chara/monster/m0352/obj/body/b0001/model/m0352b0001.mdl,Monster,
Ciriatto,chara/monster/m0352/obj/body/b0001/model/m0352b0001.mdl,Monster,
Ciriatto,chara/monster/m0352/obj/body/b0001/model/m0352b0001.mdl,Monster,
deserter voidsent,chara/monster/m0043/obj/body/b0001/model/m0043b0001.mdl,Monster,
Nidhana,chara/demihuman/d1055/obj/equipment/e0001/model/d1055e0001_0001.mdl,Demihuman,
N-2174,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
M-101,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
Pukty Piko,chara/demihuman/d1013/obj/equipment/e0001/model/d1013e0001_0001.mdl,Demihuman,
Lovebird,chara/demihuman/d0001/obj/equipment/e0001/model/d0001e0001_0001.mdl,Demihuman,
food processing unit,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
N-7000,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
Jammingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
Blitzen,chara/monster/m0623/obj/body/b0003/model/m0623b0003.mdl,Monster,
Blitzen,chara/monster/m0623/obj/body/b0003/model/m0623b0003.mdl,Monster,
Blitzen,chara/monster/m0623/obj/body/b0003/model/m0623b0003.mdl,Monster,
Blitzen,chara/monster/m0623/obj/body/b0003/model/m0623b0003.mdl,Monster,
unsavory imp,chara/monster/m0016/obj/body/b0001/model/m0016b0001.mdl,Monster,
unsavory imp,chara/monster/m0016/obj/body/b0001/model/m0016b0001.mdl,Monster,
Gordhona guardian,chara/monster/m0460/obj/body/b0001/model/m0460b0001.mdl,Monster,
Troian attendant,chara/monster/m0016/obj/body/b0001/model/m0016b0001.mdl,Monster,
Troian attendant,chara/monster/m0016/obj/body/b0001/model/m0016b0001.mdl,Monster,
eager support unit,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
ruminating dragon,chara/monster/m0063/obj/body/b0004/model/m0063b0004.mdl,Monster,
doleful Ea,chara/monster/m0706/obj/body/b0001/model/m0706b0001.mdl,Monster,
analysis unit,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
overcurious Grebuloff,chara/monster/m0807/obj/body/b0001/model/m0807b0001.mdl,Monster,
overcurious Grebuloff,chara/monster/m0807/obj/body/b0001/model/m0807b0001.mdl,Monster,
overcurious Grebuloff,chara/monster/m0807/obj/body/b0001/model/m0807b0001.mdl,Monster,
overcurious Grebuloff,chara/monster/m0807/obj/body/b0001/model/m0807b0001.mdl,Monster,
overcurious Grebuloff,chara/monster/m0807/obj/body/b0001/model/m0807b0001.mdl,Monster,
overcurious Grebuloff,chara/monster/m0405/obj/body/b0002/model/m0405b0002.mdl,Monster,
all-purpose service unit,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
parched Grebuloff,chara/monster/m0405/obj/body/b0002/model/m0405b0002.mdl,Monster,
alimentary survey unit,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
guardian Ea,chara/monster/m0706/obj/body/b0001/model/m0706b0001.mdl,Monster,
uninspired intellectual,chara/monster/m0706/obj/body/b0001/model/m0706b0001.mdl,Monster,
eager intellectual,chara/monster/m0706/obj/body/b0001/model/m0706b0001.mdl,Monster,
intrigued Ea,chara/monster/m0706/obj/body/b0001/model/m0706b0001.mdl,Monster,
aberrant savor-seeking unit,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
advanced unit replenishment unit,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
drowsing guardian,chara/monster/m0460/obj/body/b0001/model/m0460b0001.mdl,Monster,
snoozing guardian,chara/monster/m0460/obj/body/b0001/model/m0460b0001.mdl,Monster,
expectant Ea,chara/monster/m0706/obj/body/b0001/model/m0706b0001.mdl,Monster,
nurturing nanny,chara/monster/m0706/obj/body/b0001/model/m0706b0001.mdl,Monster,
advanced pest extermination unit,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
advanced environmental stimulation unit,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
advanced culinary research unit,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
wistful dragon,chara/monster/m0063/obj/body/b0004/model/m0063b0004.mdl,Monster,
soil purification unit,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
itinerant server unit,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
excited Ea,chara/monster/m0706/obj/body/b0001/model/m0706b0001.mdl,Monster,
advanced dental polishing unit,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
Troian gaoler,chara/monster/m0382/obj/body/b0002/model/m0382b0002.mdl,Monster,
Troian warden,chara/demihuman/d1017/obj/equipment/e0001/model/d1017e0001_0001.mdl,Demihuman,
Troian manservant,chara/monster/m0794/obj/body/b0001/model/m0794b0001.mdl,Monster,
Troian guard dog,chara/monster/m0071/obj/body/b0002/model/m0071b0002.mdl,Monster,
Troian doorkeeper,chara/monster/m0285/obj/body/b0001/model/m0285b0001.mdl,Monster,
Troian knight,chara/monster/m0237/obj/body/b0001/model/m0237b0001.mdl,Monster,
waiting voidsent,chara/monster/m0158/obj/body/b0001/model/m0158b0001.mdl,Monster,
squid-headed voidsent,chara/monster/m0018/obj/body/b0001/model/m0018b0001.mdl,Monster,
Ciriatto,chara/monster/m0352/obj/body/b0001/model/m0352b0001.mdl,Monster,
vicious voidsent,chara/monster/m0041/obj/body/b0002/model/m0041b0002.mdl,Monster,
inscrutable imp,chara/monster/m0016/obj/body/b0001/model/m0016b0001.mdl,Monster,
inscrutable imp,chara/monster/m0016/obj/body/b0001/model/m0016b0001.mdl,Monster,
agitated ahriman,chara/monster/m8029/obj/body/b0002/model/m8029b0002.mdl,Monster,
sullen-eyed voidsent,chara/monster/m8151/obj/body/b0001/model/m8151b0001.mdl,Monster,
wayward hecteye,chara/monster/m8151/obj/body/b0001/model/m8151b0001.mdl,Monster,
wayward hecteye,chara/monster/m8151/obj/body/b0001/model/m8151b0001.mdl,Monster,
wayward hecteye,chara/monster/m8151/obj/body/b0001/model/m8151b0001.mdl,Monster,
wayward hecteye,chara/monster/m8151/obj/body/b0001/model/m8151b0001.mdl,Monster,
curious courier,chara/demihuman/d1027/obj/equipment/e0001/model/d1027e0001_0001.mdl,Demihuman,
nostalgic Grebuloff,chara/monster/m0807/obj/body/b0001/model/m0807b0001.mdl,Monster,
argumentative Ea,chara/monster/m0706/obj/body/b0001/model/m0706b0001.mdl,Monster,
N-7000,chara/demihuman/d1051/obj/equipment/e0001/model/d1051e0001_0001.mdl,Demihuman,
sullen-eyed voidsent,chara/monster/m0055/obj/body/b0002/model/m0055b0002.mdl,Monster,
wayward hecteye,chara/monster/m8151/obj/body/b0001/model/m8151b0001.mdl,Monster,
wayward hecteye,chara/monster/m8151/obj/body/b0001/model/m8151b0001.mdl,Monster,
wayward hecteye,chara/monster/m8151/obj/body/b0001/model/m8151b0001.mdl,Monster,
wayward hecteye,chara/monster/m8151/obj/body/b0001/model/m8151b0001.mdl,Monster,
sullen-eyed voidsent,chara/monster/m0055/obj/body/b0002/model/m0055b0002.mdl,Monster,
Menphina,chara/monster/m8153/obj/body/b0001/model/m8153b0001.mdl,Monster,
Halone,chara/monster/m8177/obj/body/b0001/model/m8177b0001.mdl,Monster,
Menphina,chara/monster/m8153/obj/body/b0001/model/m8153b0001.mdl,Monster,
Halone,chara/monster/m8177/obj/body/b0001/model/m8177b0001.mdl,Monster,
baby opo-opo,chara/monster/m8067/obj/body/b0001/model/m8067b0001.mdl,Monster,
Menphina,chara/monster/m8153/obj/body/b0001/model/m8153b0001.mdl,Monster,
Halone,chara/monster/m8177/obj/body/b0001/model/m8177b0001.mdl,Monster,
baby opo-opo,chara/monster/m8067/obj/body/b0001/model/m8067b0001.mdl,Monster,
Menphina,chara/monster/m8153/obj/body/b0001/model/m8153b0001.mdl,Monster,
Menphina,chara/monster/m8153/obj/body/b0001/model/m8153b0001.mdl,Monster,
Halone,chara/monster/m8177/obj/body/b0001/model/m8177b0001.mdl,Monster,
baby opo-opo,chara/monster/m8067/obj/body/b0001/model/m8067b0001.mdl,Monster,
Menphina,chara/monster/m8153/obj/body/b0001/model/m8153b0001.mdl,Monster,
Halone,chara/monster/m8177/obj/body/b0001/model/m8177b0001.mdl,Monster,
baby opo-opo,chara/monster/m8067/obj/body/b0001/model/m8067b0001.mdl,Monster,
Halone,chara/monster/m8177/obj/body/b0001/model/m8177b0001.mdl,Monster,
Nophica,chara/monster/m8325/obj/body/b0001/model/m8325b0001.mdl,Monster,
Menphina,chara/monster/m8153/obj/body/b0001/model/m8153b0001.mdl,Monster,
baby opo-opo,chara/monster/m8067/obj/body/b0001/model/m8067b0001.mdl,Monster,
Menphina,chara/monster/m8153/obj/body/b0001/model/m8153b0001.mdl,Monster,
Halone,chara/monster/m8177/obj/body/b0001/model/m8177b0001.mdl,Monster,
baby opo-opo,chara/monster/m8067/obj/body/b0001/model/m8067b0001.mdl,Monster,
baby opo-opo,chara/monster/m8067/obj/body/b0001/model/m8067b0001.mdl,Monster,
Cagnazzo,chara/monster/m0811/obj/body/b0001/model/m0811b0001.mdl,Monster,
Ryunosuke,chara/monster/m8418/obj/body/b0001/model/m8418b0001.mdl,Monster,
Ryunosuke,chara/monster/m8418/obj/body/b0001/model/m8418b0001.mdl,Monster,
Ryunosuke,chara/monster/m8418/obj/body/b0001/model/m8418b0001.mdl,Monster,
Dreamingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
Managingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
Coiningway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
Talkingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
Inventingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
Cookingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
Ridingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
Fixingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
doing supporter,chara/monster/m0313/obj/body/b0003/model/m0313b0003.mdl,Monster,
Keepingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
ashen-furred Loporrit,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
Gamingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
Greeningway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
Nophica,chara/demihuman/d1063/obj/equipment/e0001/model/d1063e0001_0001.mdl,Demihuman,
Althyk,chara/demihuman/d1064/obj/equipment/e0001/model/d1064e0001_0001.mdl,Demihuman,
Nymeia,chara/monster/m0824/obj/body/b0001/model/m0824b0001.mdl,Monster,
Halone,chara/monster/m0820/obj/body/b0001/model/m0820b0001.mdl,Monster,
Menphina,chara/demihuman/d1065/obj/equipment/e0001/model/d1065e0001_0001.mdl,Demihuman,
Menphina,chara/monster/m0825/obj/body/b0001/model/m0825b0001.mdl,Monster,
Nophica,chara/monster/m8325/obj/body/b0001/model/m8325b0001.mdl,Monster,
Althyk,chara/monster/m8015/obj/body/b0001/model/m8015b0001.mdl,Monster,
Nymeia,chara/monster/m8091/obj/body/b0001/model/m8091b0001.mdl,Monster,
Halone,chara/monster/m8177/obj/body/b0001/model/m8177b0001.mdl,Monster,
Menphina,chara/monster/m8153/obj/body/b0001/model/m8153b0001.mdl,Monster,
Azeyma,chara/monster/m8320/obj/body/b0001/model/m8320b0001.mdl,Monster,
Nald'thal,chara/monster/m8082/obj/body/b0001/model/m8082b0001.mdl,Monster,
Rubicante,chara/monster/m0810/obj/body/b0001/model/m0810b0001.mdl,Monster,
incensed voidsent,chara/monster/m0172/obj/body/b0001/model/m0172b0001.mdl,Monster,
Anden,chara/monster/m0055/obj/body/b0007/model/m0055b0007.mdl,Monster,
Eo Tyr,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
Another Anden,chara/monster/m0055/obj/body/b0007/model/m0055b0007.mdl,Monster,
Suprae-Lugae,chara/monster/m0098/obj/body/b0004/model/m0098b0004.mdl,Monster,
synthesis node,chara/monster/m0278/obj/body/b0001/model/m0278b0001.mdl,Monster,
Pero Roggo,chara/monster/m0089/obj/body/b0001/model/m0089b0001.mdl,Monster,
Aenc Ose,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
Lor Ul,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
Eo Tyr,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
supplicant sheep,chara/monster/m0086/obj/body/b0001/model/m0086b0001.mdl,Monster,
loquacious leafman,chara/monster/m0055/obj/body/b0007/model/m0055b0007.mdl,Monster,
Anden,chara/monster/m0055/obj/body/b0007/model/m0055b0007.mdl,Monster,
Eo Tyr,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
Eo Tyr,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
Another Anden,chara/monster/m0055/obj/body/b0007/model/m0055b0007.mdl,Monster,
laboring Loporrit,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
Pipingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
doing supporter,chara/monster/m0313/obj/body/b0003/model/m0313b0003.mdl,Monster,
Shakingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
Shakingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
glaring Loporrit,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
Sparkingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
stockpiling Loporrit,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
excitable Loporrit,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
doing supporter,chara/monster/m0313/obj/body/b0003/model/m0313b0003.mdl,Monster,
cleanly Loporrit,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
Savingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
Protectingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
trembling Loporrit,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
dream maker,chara/monster/m0313/obj/body/b0003/model/m0313b0003.mdl,Monster,
Loporrit mechanic,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
foraging Loporrit,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
doing supporter,chara/monster/m0313/obj/body/b0003/model/m0313b0003.mdl,Monster,
famished Loporrit,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
overweening Loporrit,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
lethargic Loporrit,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
flustered Loporrit,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
gaining Loporrit,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
dejected Loporrit,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
drowsy Loporrit,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
weary Loporrit,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
Paintingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
doing supporter,chara/monster/m0313/obj/body/b0003/model/m0313b0003.mdl,Monster,
Removingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
doing supporter,chara/monster/m0313/obj/body/b0003/model/m0313b0003.mdl,Monster,
muttering Loporrit,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
muttering Loporrit,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
muttering Loporrit,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
smoldering Loporrit,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
restless Loporrit,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
doing supporter,chara/monster/m0313/obj/body/b0003/model/m0313b0003.mdl,Monster,
sullen-eyed voidsent,chara/monster/m8151/obj/body/b0001/model/m8151b0001.mdl,Monster,
Managingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
Coiningway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
Dreamingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
Managingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
ashen-furred Loporrit,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
Coiningway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
Inventingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
Inventingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
Cookingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
Talkingway,chara/demihuman/d1052/obj/equipment/e0001/model/d1052e0001_0001.mdl,Demihuman,
